<tdmsfile>
#17:ph08[1003]
나트륨	나트륨/ncn
501074820       $</                     $/su+</sl+//sp
TEX	TEX/f
>	>/sr
이다	이/jp+다/ef
.	./sf
#14:ph08[907]
-	-/sd
fd	fd/f
는	는/jxc
마찰력에	마찰/ncn+력/xsn+에/jca
의해	의하/pvg+어/ecs
손실된	손실/ncpa+되/xsv+ㄴ/etm
역학에너지이며	역학/ncn+에너지/ncn+이/jp+며/ecc
W_f	W_f/f
는	는/jxc
계의	계/ncn+의/jcm
경계를	경계/ncn+를/jco
통해	통하/pvg+어/ecs
토막으로부터	토막/ncn+으로/jca+부터/jxc
방출된	방출/ncpa+되/xsv+ㄴ/etm
역학에너지의	역학/ncn+에너지/ncn+의/jcm
일부를	일부/ncn+를/jco
나타낸다	나타내/pvg+ㄴ다/ef
.	./sf
#14:ph08[869]
(	(/sl
이	이/mmd
때	때/ncn
쇠고리를	쇠고리/ncn+를/jco
사용하는	사용/ncpa+하/xsv+는/etm
이유는	이유/ncn+는/jxc
중력	중력/ncn
페텐셜에너지가	페텐셜에너지/ncn+가/jcs
등반가의	등반가/ncn+의/jcm
운동	운동/ncn
에너지로	에너지/ncn+로/jca
변하는	변하/pvg+는/etm
것을	것/nbn+을/jco
막기	막/pvg+기/etn
위해서다	위하/pvg+어서/ecs+다/ef
.	./sf
#14:ph08[825]
이	이/mmd
점의	점/ncn+의/jcm
오른쪽에는	오른쪽/ncn+에/jca+는/jxc
회귀점	회귀/ncn+점/ncn
(	(/sl
K	K/f
=	=/sy
0	0/nnc
인	이/jp+ㄴ/etm
점	점/ncn
)	)/sr
이	이/jcs
없으므로	없/paa+으므로/ecs
이	이/mmd
물체는	물체/ncn+는/jxc
x	x/f
가	가/jcs
증가하는	증가/ncpa+하/xsv+는/et
방향으로	방향/ncn+으로/jcam
계속	계속/mag
이동하게	이동/ncpa+하/xsv+게/ecs
된다	되/pvg+ㄴ다/ef
.	./sf
#14:ph08[822]
식	식/ncn
(	(/sl
8	8/nno
-	-/sd
17	17/nno
)	)/sr
로부터	로/jca+부터/jxc
입자가	입자/ncn+가/jcs
x_1	x_1/f
에	에/jca
도달했을	도달/ncpa+하/xsv+었/ep+을/etm
때	때/ncn
입자에	입자/ncn+에/jca
미치는	미치/pvg+는/etm
힘이	힘/ncn+이/jcs
양의	양/ncn+의/jcm
값임을	값/ncn+이/jp+ㅁ/etn+을/jco
알	알/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
#14:ph08[821]
입자가	입자/ncn+가/jcs
x_2	x_2/f
에서	에서/jca
x_1	x_1/f
로	로/jca
이동함에	이동/ncpa+하/xsv+ㅁ/etn+에/jca
따라	따르/pvg+아/ecs
K	K/f
는	는/jxc
감소하고	감소/ncpa+하/xsv+고/ecc
(	(/sl
물체가	물체/ncn+가/jcs
감속된다	감속/ncpa+되/xsv+ㄴ다/ef
),	)/sr+,/sp
x_1	x_1/f
에	에/jca
이르면	이르/pvg+면/ecs
K	K/f
는	는/jxc
0	0/nnc
이	이/jcc
된다	되/pvg+ㄴ다/ef
(	(/sl
물체가	물체/ncn+가/jcs
정지한다	정지/ncpa+하/xsv+ㄴ다/ef
).	)/sr+./sf
#14:ph08[800]
이	이/mmd
때	때/ncn
물체의	물체/ncn+의/jcm
퍼텐셜에너지	퍼텐셜에너지/ncn
U	U/f
(	(/sl
x	x/f
)	)/sr
를	를/jco
위치의	위치/ncn+의/jcm
함수로	함수/ncn+로/jca
나타낸	나타내/pvg+ㄴ/etm
그림에서	그림/ncn+에서/jca
많은	많/paa+은/etm
것을	것/nbn+을/jco
알	알/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
#14:ph08[784]
이제	이제/mag
그림	그림/ncn
(	(/sl
8	8/nno
-	-/sd
10	10/nno
b	b/f
)	)/sr
에서와	에서/jca+와/jct
같이	같/paa+이/xsa
이	이/mmd
입자가	입자/ncn+가/jcs
a	a/f
에서	에서/jca
b	b/f
까지	까지/jxc
경로	경로/ncn
2	2/nno
를	를/jco
따라간	따르/pvg+아/ecs+가/pvg+ㄴ/etm
경우를	경우/ncn+를/jco
생각해	생각/ncpa+하/xsv+어/ecx
보자	보/px+자/ef
.	./sf
#14:ph08[771]
식	식/ncn
(	(/sl
8	8/nno
-	-/sd
5	5/nno
)	)/sr
에서	에서/jca
보았듯이	보/pvg+았/ep+듯이/ecs
501076420       <                       </sl
TEX	TEX/f
>$	>/sr+$/su
Delta	Delta/f
U	U/f
=	=/sy
0	0/nnc
501076490       $</                     $/su+</sl+//sp
TEX	TEX/f
>	>/sr
이	이/jcc
되려면	되/pvg+려면/ecs
왕복운동에서	왕복/ncn+운동/ncn+에서/jca
힘이	힘/ncn+이/jcs
해준	하/pvg+어/ecx+주/px+ㄴ/etm
일	일/ncn
W	W/f
또한	또한/maj
0	0/nnc
이어야	이/jp+어야/ecs
한다	하/px+ㄴ다/ef
.	./sf
#14:ph08[763]
보존력의	보존/ncn+력/xsn+의/jcm
예로는	예/ncn+로/jca+는/jxc
용수철에	용수철/ncn+에/jca
의한	의하/pvg+ㄴ/etm
힘과	힘/ncn+과/jcj
중력	중력/ncn
등이	등/nbn+이/jcs
있고	있/paa+고/ecc
비보존력의	비/xp+보존/ncn+력/xsn+의/jcm
예로는	예/ncn+로/jca+는/jxc
마찰력과	마찰/ncn+력/xsn+과/jcj
공기저항력	공기/ncn+저항/ncn+력/xsn
등이	등/nbn+이/jcs
있다	있/paa+다/ef
.	./sf
#14:ph08[753]
이것은	이것/npd+은/jxc
그	그/mmd
계의	계/ncn+의/ncn
안의	안/ncn+의/jcm
대상에	대상/ncn+에/jca
어떠한	어떠하/pad+ㄴ/etm
외부의	외부/ncn+의/jcm
힘도	힘/ncn+도/jxc
작용을	작용/ncn+을/jco
해서는	하/pvg+어서/ecs+는/jxc
안	안/mag
된다는	되/pvg+ㄴ다/ef+는/etm
것을	것/nbn+을/jco
의미한다	의미/ncps+하/xsm+ㄴ다/ef
.	./sf
#14:ph08[738]
즉	즉/maj
,	,/sp
사람이	사람/ncn+이/jcs
가장	가장/mag
낮은	낮/paa+은/etm
지점에서	지점/ncn+에서/jca
순간적으로	순간/ncn+적/xsn+으로/jca
정지했을	정지/ncpa+하/xsv+었/ep+을/etm
때	때/ncn
위로	위/ncn+로/jca
향하는	향하/pvg+는/etm
알짜힘	알짜/ncn+힘/ncn
2270	2270/nnc
N	N/f
이	이/jcs
사람에게	사람/ncn+에게/jca
작용한다	작용/ncpa+하/xsv+ㄴ다/ef
.	./sf
#14:ph08[695]
어린이는	어린이/ncn+는/jxc
항상	항상/mag
비탈면을	비탈/ncn+면/ncn+을/jco
따라	따르/pvg+아/ecs
이동하기	이동/ncpa+하/xsv+기/etn
때문에	때문/nbn+에/jca
이	이/mmd
힘은	힘/ncn+은/jxc
어린이에게	어린이/ncn+에게/jca
어떤	어떤/mmd
영향도	영향/ncn+도/jxc
미칠	미치/pvg+ㄹ/etm
수	수/nbn
없다	없/paa+다/ef
.	./sf
#14:ph08[620]
토막의	토막/ncn+의/jcm
무게나	무게/ncn+나/jcj
이것이	이것/npd+이/jcs
미끄러지면서	미끄러지/pvg+면서/ecs
표면이	표면/ncn+이/jcs
토막에	토막/ncn+에/jca
작용하는	작용/ncpa+하/xsv+는/etm
수직힘에	수직/ncn+힘/ncn+에/jca
의한	의하/pvg+ㄴ/etm
퍼텐셜에너지	퍼텐셜에너지/ncn
변화는	변화/ncn+는/jxc
없다는	없/paa+다/ef+는/etm
것에	것/nbn+에/jca
주의하여라	주의/ncpa+하/xsv+여라/ef
.	./sf
#14:ph08[368]
보다	보다/mag
정교한	정교/ncpa+하/xsv+ㄴ/etm
방법으로	방법/ncn+으로/jca
방법을	방법/ncn+을/jco
더	더/mag
정교화해서	정교/ncn+화/xsn+하/xsv+어서/ecs
정확하게	정확/ncps+하/xsm+게/ecs
6	6/nnc
J	J/su
의	의/jcm
답을	답/ncn+을/jco
얻을	얻/pvg+을/etm
때까지	때/ncn+까지/jxc
근사	근사/ncn
계산을	계산/ncn+을/jco
하여라	하/pvg+여라/ef
.	./sf
#14:ph08[340]
F	F/f
가	가/jcs
입자에	입자/ncn+에/jca
해준	하/pvg+어/ecx+주/px+ㄴ/etm
일이	일/ncn+이/jcs
,	,/sp
(	(/sl
a	a/f
)	)/sr
0	0/nnc
,	,/sp
(	(/sl
b	b/f
)	)/sr
양의	양/ncn+의/jcm
값	값/ncn
,	,/sp
(	(/sl
c	c/f
)	)/sr
음의	음/ncn+의/jcm
값일	값/ncn+이/jp+ㄹ/etm
때	때/ncn
c	c/f
는	는/jxc
어떤	어떤/mmd
값을	값/ncn+을/jco
갖겠는가	갖/pvg+겠/ep+는가/ef
?	?/sf
#14:ph08[304]
이	이/mmd
점의	점/ncn+의/jcm
오른쪽에는	오른쪽/ncn+에/jca+는/jxc
회귀점	회귀/ncn+점/ncn
(	(/sl
K	K/f
=	=/sy
0	0/nnc
인	이/jp+ㄴ/etm
점	점/ncn
)	)/sr
이	이/jcs
없으므로	없/paa+으므로/ecs
이	이/mmd
물체는	물체/ncn+는/jxc
x	x/f
가	가/jcs
증가하는	증가/ncpa+하/xsv+는/etm
방향으로	방향/ncn+으로/jca
계속	계속/mag
이동하게	이동/ncpa+하/xsv+게/ecs
된다	되/pvg+ㄴ다/ef
.	./sf
#14:ph08[301]
식	식/ncn
(	(/sl
8	8/nno
-	-/sd
17	17/nno
)	)/sr
로부터	로/jca+부터/jxc
입자가	입자/ncn+가/jcs
x_1	x_1/f
에	에/jca
도달했을	도달/ncpa+하/xsv+었/ep+을/etm
때	때/ncn
입자에	입자/ncn+에/jca
미치는	미치/pvg+는/etm
힘이	힘/ncn+이/jcs
양의	양/ncn+의/jcm
값임을	값/ncn+이/jp+ㅁ/etn+을/jco
알	알/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
#14:ph08[300]
입자가	입자/ncn+가/jcs
x_2	x_2/f
에서	에서/jca
x_1	x_1/f
로	로/jca
이동함에	이동/ncpa+하/xsv+ㅁ/etn+에/jca
따라	따르/pvg+아/ecs
K	K/f
는	는/jxc
감소하고	감소/ncpa+하/xsv+고/ecc
(	(/sl
물체가	물체/ncn+가/jcs
감속된다	감속/ncpa+되/xsv+ㄴ다/ef
),	)/sr+,/sp
x_1	x_1/f
에	에/jca
이르면	이르/pvg+면/ecs
K	K/f
는	는/jxc
0	0/nnc
이	이/jcc
된다	되/pvg+ㄴ다/ef
(	(/sl
물체가	물체/ncn+가/jcs
정지한다	정지/ncpa+하/xsv+ㄴ다/ef
).	)/sr+./sf
#14:ph08[279]
이	이/mmd
때	때/ncn
물체의	물체/ncn+의/jcm
퍼텐셜에너지	퍼텐셜에너지/ncn
U	U/f
(	(/sl
x	x/f
)	)/sr
를	를/jco
위치의	위치/ncn+의/jcm
함수로	함수/ncn+로/jca
나타낸	나타내/pvg+ㄴ/etm
그림에서	그림/ncn+에서/jca
많은	많/paa+은/etm
것을	것/nbn+을/jco
알	알/pvg+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
#14:ph08[263]
이제	이제/mag
그림	그림/ncn
(	(/sl
8	8/nno
-	-/sd
10	10/nno
b	b/f
)	)/sr
에서와	에서/jca+와/jct
같이	같/paa+이/xsa
이	이/mmd
입자가	입자/ncn+가/jcs
a	a/f
에서	에서/jca
b	b/f
까지	까지/jxc
경로	경로/ncn
2	2/nno
를	를/jco
따라간	따르/pvg+아/ecs+가/pvg+ㄴ/etm
경우를	경우/ncn+를/jco
생각해	생각/ncpa+하/xsv+어/ecx
보자	보/px+자/ef
.	./sf
#14:ph08[250]
식	식/ncn
(	(/sl
8	8/nno
-	-/sd
5	5/nno
)	)/sr
에서	에서/jca
보았듯이	보/pvg+았/ep+듯이/ecs
501079090       <                       </sl
TEX	TEX/f
>$	>/sr+$/su
Delta	Delta/f
U	U/f
=	=/sy
0	0/nnc
501079160       $</                     $/su+</sl+//sp
TEX	TEX/f
>	>/sr
이	이/jcc
되려면	되/pvg+려면/ecs
왕복운동에서	왕복/ncn+운동/ncn+에서/jca
힘이	힘/ncn+이/jcs
해준	하/pvg+어/ecx+주/px+ㄴ/etm
일	일/ncn
W	W/f
또한	또한/maj
0	0/nnc
이어야	이/jp+어야/ecs
한다	하/px+ㄴ다/ef
.	./sf
#14:ph08[242]
보존력의	보존/ncn+력/xsn+의/jcm
예로는	예/ncn+로/jca+는/jxc
용수철에	용수철/ncn+에/jca
의한	의하/pvg+ㄴ/etm
힘과	힘/ncn+과/jcj
중력	중력/ncn
등이	등/nbn+이/jcs
있고	있/paa+고/ecc
비보존력의	비/xp+보존/ncn+력/xsn+의/jcm
예로는	예/ncn+로/jca+는/jxc
마찰력과	마찰/ncn+력/xsn+과/jcj
공기저항력	공기/ncn+저항/ncn+력/xsn
등이	등/nbn+이/jcs
있다	있/paa+다/ef
.	./sf
#14:ph08[232]
이것은	이것/npd+은/jxc
그	그/mmd
계의	계/ncn+의/jcm
안의	안/ncn+의/jcm
대상에	대상/ncn+에/jca
어떠한	어떠하/pad+ㄴ/etm
외부의	외부/ncn+의/jcm
힘도	힘/ncn+도/jxc
작용을	작용/ncn+을/jco
해서는	하/pvg+어서/ecs+는/jxc
안	안/mag
된다는	되/pvg+ㄴ다/ef+는/etm
것을	것/nbn+을/jco
의미한다	의미/ncps+하/xsm+ㄴ다/ef
.	./sf
#14:ph08[217]
즉	즉/maj
,	,/sp
사람이	사람/ncn+이/jcs
가장	가장/mag
낮은	낮/paa+은/etm
지점에서	지점/ncn+에서/jca
순간적으로	순간/ncn+적/xsn+으로/jca
정지했을	정지/ncpa+하/xsv+었/ep+을/etm
때	때/ncn
위로	위/ncn+로/jca
향하는	향하/pvg+는/etm
알짜힘	알짜/ncn+힘/ncn
2270	2270/nnc
N	N/f
이	이/jcs
사람에게	사람/ncn+에게/jca
작용한다	작용/ncn+하/xsv+ㄴ다/ef
.	./sf
#14:ph08[174]
어린이는	어린이/ncn+는/jxc
항상	항상/mag
비탈면을	비탈/ncn+면/ncn+을/jco
따라	따르/pvg+아/ecs
이동하기	이동/ncpa+하/xsv+기/etn
때문에	때문/nbn+에/jca
이	이/mmd
힘은	힘/ncn+은/jxc
어린이에게	어린이/ncn+에게/jca
어떤	어떤/mmd
영향도	영향/ncn+도/jxc
미칠	미치/pvg+ㄹ/etm
수	수/nbn
없다	없/paa+다/ef
.	./sf
#14:ph08[99]
토막의	토막/ncn+의/jcm
무게나	무게/ncn+나/jcj
이것이	이것/npd+이/jcs
미끄러지면서	미끄러지/pvg+면서/ecs
표면이	표면/ncn+이/jcs
토막에	토막/ncn+에/jca
작용하는	작용/ncn+하/xsv+는/etm
수직힘에	수직/ncn+힘/ncn+에/jca
의한	의하/pvg+ㄴ/etm
퍼텐셜에너지	퍼텐셜에너지/ncn
변화는	변화/ncn+는/jxc
없다는	없/paa+다/ef+는/etm
것에	것/nbn+에/jca
주의하여라	주의/ncpa+하/xsv+여라/ef
.	./sf
#14:ph07[658]
보다	보다/mag
정교한	정교/ncpa+하/xsv+ㄴ/etm
방법으로	방법/ncn+으로/jca
방법을	방법/ncn+을/jco
더	더/mag
정교화해서	정교/ncn+화/xsn+하/xsv+어서/ecs
정확하게	정확/ncps+하/xsm+게/ecs
6	6/nnc
J	J/su
의	의/jcm
답을	답/ncn+을/jco
얻을	얻/pvg+을/etm
때까지	때/ncn+까지/jxc
근사	근사/ncn
계산을	계산/ncn+을/jco
하여라	하/pvg+여라/ef
.	./sf
#14:ph07[601]
(	(/sl
a	a/f
)	)/sr
철수가	철수/nq+가/jcs
영희의	영희/nq+의/jcm
비행기는	비행/ncn+기/xsn+는/jxc
운동에너지를	운동/ncn+에너지/ncn+를/jco
얻게	얻/pvg+게/ecs
되었다고	되/pvg+었/ep+다/ef+고/jcr
할지	하/pvg+ㄹ지/ecs
혹은	혹은/maj
잃게	잃/pvg+게/ecs
되었다고	되/pvg+었/ep+다/ef+고/jcr
할지	하/pvg+ㄹ지/ecs
를	를/jco
말해	말/ncpa+하/xsv+어/ecx
보아라	보/px+아라/ef
.	./sf
#14:ph07[530]
만일	만일/mag
속도	속도/ncn
v	v/f
로	로/jca
일직선상을	일직선/ncn+상/xsn+을/jco
따라	따르/pvg+아/ecs
움직이는	움직이/pvg+는/etm
물체에	물체/ncn+에/jca
힘	힘/ncn
F	F/f
가	가/jcs
작용한다면	작용/ncpa+하/xsv+ㄴ다/ef+면/ecs
순간적인	순간/ncn+적/xsn+이/jp+ㄴ/etm
일률은	일률/ncn+은/jxc
다음과	다음/ncn+과/jct
같다	같/paa+다/ef
.	./sf
#14:ph07[469]
즉	즉/maj
비록	비록/mag
어떤	어떤/mmd
물리량이	물리/ncn+량/ncn+이/jcs
다른	다르/paa+ㄴ/etm
기준좌표계에서	기준/ncn+좌표/ncn+계/xsn+에서/jca
다른	다르/paa+ㄴ/etm
값을	값/ncn+을/jco
갖는다고	갖/pvg+는다/ef+고/jcr
하더라도	하/pvg+더라도/ecs
물리법칙은	물리/ncn+법칙/ncn+은/jxc
모든	모든/mma
관성계에서	관성/ncn+계/xsn+에서/jca
유효하다	유효/ncps+하/xsm+다/ef
.	./sf
#14:ph07[433]
그	그/mmd
합을	합/ncn+을/jco
처음	처음/mag
두	두/nnc
개의	개/nbu+의/jcm
항으로	항/ncn+으로/jca
대치시키면	대치/ncpa+시키/xsv+면/ecs
,	,/sp
거의	거의/mag
오차없이	오차/ncn+없/paa+이/xsa
다음	다음/ncn
식을	식/ncn+을/jco
얻을	얻/pvg+을/etm
수	수/nbn
있다	있/paa+다/ef
.	./sf
#14:ph07[348]
식	식/ncn
(	(/sl
7	7/nno
-	-/sd
2	2/nno
)	)/sr
를	를/jco
이용하여	이용/ncpa+하/xsv+여/ecs
W_	W_/f
{	{/sl
2	2/nnc
}	}/sr
를	를/jco
구하기	구하/pvg+기/etn
위해	위하/pvg+어/ecs
우선	우선/mag
그림	그림/ncn
(	(/sl
7	7/nno
-	-/sd
17	17/nno
b	b/f
)	)/sr
의	의/jcm
장력	장력/ncn
T	T/f
를	를/jxc
먼저	먼저/mag
구해야	구하/pvg+어야/ecs
한다	하/px+ㄴ다/ef
.	./sf
#15:ph07[312]
이	이/mmd
사실은	사실/ncn+은/jxc
구심력이	구심/ncn+력/xsn+이/jcs
입자가	입자/ncn+가/jcs
움직이는	움직이/pvg+는/etm
방향에	방향/ncn+에/jca
수직하므로	수직/ncpa+하/xsv+므로/ecs
식	식/ncn
(	(/sl
7	7/nno
-	-/sd
2	2/nno
)	)/sr
와	와/jcj
(	(/sl
7	7/nno
-	-/sd
4	4/nno
)	)/sr
로부터	로/jca+부터/jxc
분명히	분명/ncn+히/xsa
이해할	이해/ncpa+하/xsv+ㄹ/etm
수	수/nbn
있다	있/paa+다/ef
[	[/sl
그림	그림/ncn
(	(/sl
7	7/nno
-	-/sd
15	15/nno
)].	)/sr+]/sr+./sf
#14:ph07[284]
어떤	어떤/mmd
물체가	물체/ncn+가/jcs
움직인다는	움직이/pvg+ㄴ다/ef+는/etm
것은	것/nbn+은/jxc
이러한	이러하/pad+ㄴ/etm
운동이	운동/ncn+이/jcs
있기	있/paa+기/etn
위해	위하/pvg+어/ecs
그	그/mmd
물체에	물체/ncn+에/jca
일이	일/ncn+이/jcs
행해졌다는	행하/pvg+어/ecx+지/px+었/ep+다/ef+는/etm
것을	것/nbn+을/jco
의미한다	의미/ncps+하/xsm+ㄴ다/ef
.	./sf
#14:ph07[261]
또한	또한/maj
용수철이	용수철/ncn+이/jcs
17	17/nnc
mm	mm/su
만큼	만큼/nbn
눌려진	눌리/pvg+어/ecx+지/px+ㄴ/etm
경우에도	경우/ncn+에/jca+도/jxc
용수철에	용수철/ncn+에/jca
의한	의하/pvg+ㄴ/etm
일은	일/ncn+은/jxc
당겨진	당기/pvg+어/ecx+지/px+ㄴ/etm
경우와	경우/ncn+와/jct
같음을	같/paa+음/etn+을/jco
이해하는	이해/ncpa+하/xsv+는/etm
것이	것/nbn+이/jcs
중요하다	중요/ncps+하/xsm+다/ef
.	./sf
#14:ph07[222]
이	이/mmd
관계식은	관계/ncn+식/ncn+은/jxc
1600	1600/nno
년대	년대/nbu
후반의	후반/ncn+의/jcm
영국의	영국/nq+의/jcm
과학자	과학/ncn+자/xsn
Robert	Robert/f
Hooke	Hooke/f
의	의/jcm
이름에	이름/ncn+에/jca
따라	따르/pvg+아/ecs
501081980       <                       </sl
b	b/f
>	>/sr
Hooke	Hooke/f
의	의/jcm
법칙	법칙/ncn
501082040       </                      </sl+//sp
b	b/f
>	>/sr
으로	으로/jca
알려져	알리/pvg+어/ecx+지/px+어/ecx
있다	있/px+다/ef
.	./sf
#14:ph07[198]
기하학적으로	기하/ncn+학/xsn+적/xsn+으로/jca
일은	일/ncn+은/jxc
그림	그림/ncn
(	(/sl
7	7/nno
-	-/sd
10	10/nno
d	d/f
)	)/sr
에서와	에서/jca+와/jct
같이	같/paa+이/xsa
두	두/nnc
경계	경계/ncn
x_	x_/f
{	{/sl
i	i/f
}	}/sr
와	와/jct
x_	x_/f
{	{/sl
f	f/f
}	}/sr
사이의	사이/ncn+의/jcm
곡선	곡선/ncn
F	F/f
(	(/sl
x	x/f
)	)/sr
의	의/jcm
아래부분의	아래/ncn+부분/ncn+의/jcm
면적과	면적/ncn+과/jct
같다	같/paa+다/ef
.	./sf
#14:ph07[139]
긴	길/paa+ㄴ/etm
끈의	끈/ncn+의/jcm
장력은	장력/ncn+은/jxc
끈	끈/ncn
전체를	전체/ncn+를/jco
통하여	통하/pvg+어/ecs
동일해야	동일/ncpa+하/xsv+어야/ecs
되므로	되/pvg+므로/ecs
사람이	사람/ncn+이/jcs
작용하는	작용/ncpa+하/xsv+는/etm
힘은	힘/ncn+은/jxc
T_	T_/f
{	{/sl
L	L/f
}	}/sr
과	과/jct
같아야	같/paa+아야/ecs
한다	하/px+ㄴ다/ef
.	./sf
#14:ph07[33]
고양이를	고양이/ncn+를/jco
운반하는	운반/ncpa+하/xsv+는/etm
동안은	동안/ncn+은/jxc
고양이를	고양이/ncn+를/jco
받쳐드는	받치/pvg+어/ecs+들/pvg+는/etm
힘의	힘/ncn+의/jcm
방향과	방향/ncn+과/jcj
고양이의	고양이/ncn+의/jcm
변위방향이	변위/ncn+방향/ncn+이/jcs
수직함으로	수직/ncpa+하/xsv+ㅁ/etn+으로/jca
고양이에게	고양이/ncn+에게/jca
한	하/pvg+ㄴ/etm
일은	일/ncn+은/jxc
없다	없/paa+다/ef
.	./sf
#14:ph07[30]
또	또/maj
만일	만일/mag
둘이	둘/nnc+이/jcs
서로	서로/mag
수직이면	수직/ncn+이/jp+면/ecs
501082830       <                       </sl
TEX	TEX/f
>$\	>/sr+$/su+\/sp
phi	phi/f
=	=/sy
90	90/nnc
^{\	^/sy+{/sl+\/sp
circ	circ/f
501082910       }$</                    }/sr+$/su+</sl+//sp
TEX	TEX/f
>	>/sr
가	가/jcc
되므로	되/pvg+므로/ecs
식	식/ncn
(	(/sl
7	7/nno
-	-/sd
2	2/nno
)	)/sr
로부터	로/jca+부터/jxc
힘에	힘/ncn+에/jca
의해	의하/pvg+어/ecs
행하여진	행하/pvg+어/ecx+지/px+ㄴ/etm
일은	일/ncn+은/jxc
0	0/nnc
이	이/jcc
된다	되/pvg+ㄴ다/ef
.	./sf
#14:ph07[18]
그림	그림/ncn
(	(/sl
7	7/nno
-	-/sd
1	1/nno
c	c/f
)	)/sr
에	에/jca
점으로	점/ncn+으로/jca
표시한	표시/ncpa+하/xsv+ㄴ/etm
침대	침대/ncn
및	및/maj
변위벡터와	변위/ncn+벡터/ncn+와/jct
함께	함께/mag
침대에	침대/ncn+에/jca
작용하는	작용/ncpa+하/xsv+는/etm
힘의	힘/ncn+의/jcm
배치도가	배치/ncn+도/xsn+가/jcs
그려져	그리/pvg+어/ecx+지/px+어/ecx
있다	있/px+다/ef
.	./sf
#14:ph07[16]
여기서	여기/npd+서/jca
F	F/f
는	는/jxc
학생이	학생/ncn+이/jcs
작용한	작용/ncpa+하/xsv+ㄴ/etm
힘의	힘/ncn+의/jcm
크기이고	크기/ncn+이/jp+고/ecc
d	d/f
는	는/jxc
힘을	힘/ncn+을/jco
가하고	가하/pvg+고/ecx
있는	있/px+는/etm
동안	동안/ncn
침대가	침대/ncn+가/jcs
이동한	이동/ncpa+하/xsv+ㄴ/etm
거리이다	거리/ncn+이/jp+다/ef
.	./sf
#14:ph07[4]
때로는	때로/mag+는/jxc
이전의	이전/ncn+의/jcm
시각으로는	시각/ncn+으로/jca+는/jxc
보지	보/pvg+지/ecx
못했던	못하/px+었/ep+던/etm
정복의	정복/ncn+의/jcm
가능성이	가능/ncn+성/xsn+이/jcs
있는	있/paa+는/etm
더	더/mag
높은	높/paa+은/etm
정상들을	정상/ncn+들/xsn+을/jco
새로이	새롭/paa+이/xsa
발견하기도	발견/ncpa+하/xsv+기/etn+도/jxc
한다	하/pvg+ㄴ다/ef
.	./sf
#14:ph06[628]
이	이/mmd
계가	계/ncn+가/jcs
회전하면	회전/ncpa+하/xsv+면/ecs
두	두/nnc
개의	개/nbu+의/jcm
끈과	끈/ncn+과/jcj
두	두/nnc
개의	개/nbu+의/jcm
끈이	끈/ncn+이/jcs
묶여	묶이/pvg+어/ecx
있는	있/px+는/etm
수직막대는	수직/ncn+막대/ncn+는/jxc
정삼각형을	정삼각형/ncn+을/jco
이룬다	이루/pvg+ㄴ다/ef
.	./sf
#14:ph06[608]
만일	만일/mag
비행기의	비행/ncn+기/xsn+의/jcm
날개를	날개/ncn+를/jco
수평면과	수평/ncn+면/ncn+과/jcj
40	40/nnc
501083840       <                       </sl
TEX	TEX/f
>$^\	>/sr+$/su+^/sy+\/sp
circ	circ/f
501083880       $</                     $/su+</sl+//sp
TEX	TEX/f
>	>/sr
각도로	각도/ncn+로/jca
기울인	기울이/pvg+ㄴ/etm
채	채/nbn
원형궤도를	원형/ncn+궤도/ncn+를/jco
그리며	그리/pvg+며/ecc
비행한다면	비행/ncpa+하/xsv+ㄴ다/ef+면/ecs
,	,/sp
궤도의	궤도/ncn+의/jcm
반지름은	반지름/ncn+은/jxc
얼마나	얼마나/mag
되겠는가	되/pvg+겠/ep+는가/ef
?	?/sf
#14:ph06[519]
(	(/sl
a	a/f
)	)/sr
두	두/nnc
물체를	물체/ncn+를/jco
같이	같/paa+이/xsa
움직이기	움직이/pvg+기/etn
위해서	위하/pvg+어서/ecs
아래	아래/ncn
물체에	물체/ncn+에/jca
가할	가하/pvg+ㄹ/etm
수	수/nbn
있는	있/paa+는/etm
최대	최대/ncn
수평력	수평/ncn+력/xsn
F	F/f
를	를/jco
구하여라	구하/pvg+여라/ef
.	./sf
#14:ph06[487]
(	(/sl
b	b/f
)	)/sr
물이	물/ncn+이/jcs
큰	크/paa+ㄴ/etm
틈	틈/ncn
사이로	사이/ncn+로/jca
흘러	흐르/pvg+어/ecx
들어	들/px+어/ecs
얼게	얼/pvg+게/ecs
되면	되/pvg+면/ecs
AA	AA/f
'	'/sl
에	에/jca
평행한	평행/ncps+하/xsm+ㄴ/etm
일정한	일정/ncps+하/xsm+ㄴ/etm
힘	힘/ncn
F	F/f
가	가/jcs
가해진다	가하/pvg+어/ecx+지/px+ㄴ다/ef
.	./sf
#14:ph06[387]
(	(/sl
e	e/f
)	)/sr
반면에	반면/maj+에/jca
두	두/nno
번째	번째/nbu
일꾼이	일꾼/ncn+이/jcs
상자를	상자/ncn+를/jco
수평으로	수평/ncn+으로/jca
끌어준다면	끌/pvg+어/ecx+주/px+ㄴ다/ef+면/ecs
최소한	최소한/ncn
얼마의	얼마/ncn+의/jcm
힘으로	힘/ncn+으로/jca
